도서명,저자,출판사,발행일,정가,판매가,리뷰 수,페이지 수,도서 소개,상품ID
인공지능 시대의 IT기술의 이해,임순범 외,생능출판,20240122,30000.0,30000,0,,"2016년 알파고라는 컴퓨터가 세계 최고의 바둑기사에게 승리한 사건으로 인공지능 기술에 대한 관심이 폭증하였고, 이후 인공지능과 딥러닝 기술은 매우 크게 발전하여 우리 생활 곳곳에 활용되고 있다. 자동차의 자율주행이 가능해지고, 식당에서 로봇이 음식을 서빙하는 등 인공지능이 사회 각 분야의 핵심 기술로 활용되고 있다. 더 나아가, 인공지능이 그림을 그리고 작곡을 하기도 하고, 챗GPT라는 기술이 보고서나 논문까지 작성해주는 수준까지 발전하여 인공지능이 작성한 결과물의 저작권에 대해 논쟁이 벌어지고 있다. 이와 같은 인공지능 기술은 4차 산업혁명에서 핵심 기술로 주목받고 있다. 우리가 살고 있는 스마트사회는 클라우드 컴퓨팅과 사물인터넷 기술을 기반으로 한 초연결사회가 구현되어 있으며, 우리의 일상생활은 인공지능 기술을 바탕으로 빅데이터, 핀테크, 디지털 미디어, 로봇 등의 IT기술로 인해 많은 변화를 겪고 있다. 그러나 이와 같은 4차 산업혁명의 사회적 변화를 제대로 반영한 개론서가 부족한 실정이다. 다수의 개론서는 컴퓨터 전공 학생의 입문용으로 저술되어 교과목 소개 위주로 구성되어 있다. 그러나 4차 산업혁명에서 인공지능 시대를 이해하려면 컴퓨터에 대한 이해뿐 아니라 4차 산업혁명에서 발전하고 있는 IT기술을 제대로 소개하는 개론서가 필요하다. 또한 첨단 기술을 소개하는 IT기술 개론서는 컴퓨터나 IT공학 전공자뿐만 아니라 비전공자의 일반교양으로도 많이 필요로 하고 있다.",S000211966907
된다! 하루 만에 끝내는 챗GPT 활용법,프롬프트 크리에이터,이지스퍼블리싱,20240129,17000.0,15300,0,,"챗GPT 입문 분야 《된다! 하루 만에 끝내는 챗GPT 활용법》이 2024년 최신 업데이트된 내용을 반영하여 전면 개정되었습니다. 이 책은 용어조차 생소할 초보자를 위해 인공지능에 대한 개념 설명과 챗GPT 가입 방법부터 시작합니다. 이어서 실무에 활용할 프롬프트 작성 예제, 저작권 이슈, ‘챗GPT가 먹통일 때 해결 방법’과 같이 많은 분들이 궁금해할 만한 내용까지 Q & A 형식으로 꼼꼼하게 다룹니다. 뿐만 아니라 최근 이슈인 제미나이를 탑재한 구글의 챗봇 바드와 이미지 생성 AI인 빙 이미지 크리에이터, 미드저니 소개도 빼놓지 않았습니다. 특히 이번 개정판은 나만의 챗봇을 만드는 GPTs 기능과 챗GPT에게 답변 가이드 라인을 잡아 주는 커스텀 인스트럭션 기능, 스마트폰의 음성 기능으로 챗GPT와 영어 회화 공부를 할 수 있는 방법까지 추가되었습니다. 특별 부록으로 수록된 프롬프트 엔지니어링 패턴 9가지로 생성 AI 전문 유튜버인 저자의 노하우와 질문하는 요령을 배워 차원이 다른 답변을 받아 보세요! 초보자에게는 챗GPT에 관한 이해를 높이는 입문서가 되고, 실무자에게는 챗GPT를 본격적으로 활용할 수 있는 개발서가 될 것이며, 성장을 꿈꾸는 모든 사람에게는 자신의 능력을 일깨워 주는 자기계발서가 될 것입니다. (이후 최신 업데이트와 변화된 상황은 저자의 유튜브 채널에서 확인하세요!)",S000211913345
실무에 바로 쓰는 일잘러의 협업 도구 컨설팅,전시진,제이펍,20240104,22000.0,19800,0,,"1990~2000년대의 업무 환경을 보면 커뮤니케이션은 전화나 이메일, 문서 작성은 워드와 파워포인트, 파일 관리는 담당자의 PC, 프로젝트 관리는 엑셀, 일정 관리는 탁상형 종이 달력을 썼다. 한참 전의 전통적인 업무 방식처럼 보이는 이런 모습이 지금까지도 이어지고 있다면? PC 못지않은 성능의 스마트폰과 태블릿이 넘쳐나고, 여러 편리한 소프트웨어들이 출시되고 있음에도 여전히 전통적인 방식으로 일 처리를 하는 곳이 적지 않다. 경쟁자가 없다면 다행이지만, 치열한 경쟁 속에서 과거의 방식에 얽매여 일한다면 효율성도 생산성도 떨어지고, 결국 경쟁에서도 밀리게 될 것이다. 지금이라도 당장 우리 조직의 현 상황을 파악하는 진단 단계부터 처방, 치료, 재활 과정을 거쳐 경쟁력 있는 조직이 되기 위한 업무 방식 개선 프로젝트에 첫발을 내디뎌 보자.",S000211543665
대화형 GPT: 생성AI,강건욱,지식의숲,20231201,25000.0,22500,0,,"2023년 대화형 GPT의 등장으로, 인간과 AI의 협업과 공존의 혁신적인 시대가 열렸다. 인공지능(AI)과 대화형 GPT(생성 AI) 기술은 우리의 일상생활과 업무에 혁명적인 변화를 가져왔으며, 지금 우리는 이러한 변화의 중심에 서 있다. 이 책은 빠른 혁신 속에서 인공지능의 개요를 되짚고 대화형 GPT의 사용법과 활용을 탐구하는 과정이 담겨 있다. ‘제1부 인공지능’에서는 인공지능의 개요와 역사, 분류, 미래를 바라보는 시점을 다룬다. 우리가 이 기술을 어떻게 이해하고 미래를 준비할지에 대한 고민을 담았다. ‘제2~3부 대화형 GPT(생성 AI) 사용법, 적용 및 실전’은 핵심적 내용을 다룬다. 대화형 GPT의 기본적인 개념과 다양한 활용 분야, 실전 문제에 접근하여, GPT를 어떻게 활용하고 일상과 업무에 적용할 수 있는지에 대한 실용적인 가이드를 제공한다. 이 책의 내용을 이해하는 과정에서 우리는 대화형 GPT를 활용하는 첫걸음을 내딛을 수 있다. 또 기술의 한계, 윤리적 책임을 고려하여 우리 사회와 문화에 미치는 영향에 대한 깊은 탐색이 가능할 것이다.",S000211512503
내펍으로 나만의 전자책 만들기,이한나 외,내일이비즈,20231010,20000.0,20000,0,,"내펍 하나로 3D⦁멀티미디어⦁ePub⦁웹브라우저 전자책을 모두 한방에 기초부터 심화까지 모두 담은 실습 교본 제목 그대로다. 정말 HTML코딩을 몰라도 내펍(naeilBook Publisher)만으로 다양한 형태의 전자책을 쉽게 만들 수 있다. 내펍 설치에서부터 실행, 메뉴 하나하나 제작 과정을 따라가다 보면 어느 순간 나만의 전자책이 만들어져 있음을 발견한다. 종이책 레이아웃을 그대로 유지하여 종이책을 보듯 편안하게 독서할 수 있는 내일북을 기반으로, 전자책 제작툴 내펍(내일북 퍼블리셔)에서 ePub은 물론 웹브라우저 전자책을 만들 수 있다. 버튼 한번 클릭으로 ePub을 만들어 현재 이용되고 있는 여러 ePub뷰어들에서도 볼 수 있다. 소장하고픈 책을 전자책으로 만들고 싶을 때, 나만의 책을 지인들과 공유하고 싶을 때 내펍으로 손쉽게 만들어 보자.",S000211417334
시작하는 개발자들을 위한 기술 여행 가이드,이재용,로드북,20231110,25000.0,22500,0,,"개발을 한번 선택하면 은퇴할 때까지 해야 할지도 모릅니다. 정말 길고 긴 여행이 될지도 모르는데, 나침반과 지도 같은 가이드가 필요하지 않을까요? 이 책은 저자의 경험을 바탕으로 개발이라는 긴 여행을 하면서 필요한 여행 정보를 두루두루 실은 기술 여행 가이드입니다. 두렵기도 하고 설레기도 한 개발 여정에 오래오래 함께하는 책이 될 수 있도록 만들었습니다. 높은 곳에서 넓게 바라볼 때 시야가 트이고 가야 할 길도 또렷하게 잘 보이는 법을 생각하며 만든 책입니다. 기술과 교양을 넘나들며 누구나 쉽게 읽을 수 있게 만들었습니다. _대상 독자 “개발자가 되기 위해 코딩만 열심히 하고 있는데, 내가 잘하고 있는 건지 모르겠다. 배워야 할 게 너무 많아 항상 불안하다.” “개발자가 된 지 이제 불과 1년도 안 됐는데, 밤낮으로 프로젝트에 파묻혀 살다 보니 단순 코딩 머신이 되어 가는 느낌이다. 높은 곳에서 내가 있는 위치를 한번 확인해보고 싶다.”",S000211021316
생초보 워드프레스 하루만에 끝장내기,이상원,라온북,20231103,29000.0,26100,0,,"아무리 SNS가 잘 되어있다 하더라도 홈페이지는 기본이다. 개인이 브랜드화되는 세상에서 마케팅만이 다가 아니기 때문이다. 내 힘으로 홈페이지를 만들고 싶은가? 그렇다면 워드프레스를 배우자. 감히 말하건대, 이 책은 홈페이지를 만들기 위해 가장 최적화된 워드프레스 설명서다. 워드프레스는 아직 다른 프로그램에 비해 많이 알려져 있지 않지만, 잘만 운영하면 가장 있어 보이는 홈페이지를 만들 수 있다. 또 검색 엔진 최적화(SEO)까지 적용할 수 있어 쓸모가 상당하다. 이렇게 괜찮은 도구를 더 많은 사람들이 사용해 더 멋진 홈페이지를 최소한의 비용과 시간으로 만들었으면 좋겠다. 마음대로 되는 것 하나 없는 세상에서 홈페이지 정도는 내 마음대로 할 수 있다면 인생이 조금 더 행복해질지도 모르지 않을까. 여기에 프로그램 하나를 다룰 줄 안다는 뿌듯함은 보너스가 될 것이다. 이 모든 목적을 달성할 수 있는 자세한 정보를 이 책 한 권에 담았다.",S000210719249
한국인터넷백서(2022),과학기술정보통신부 외,진한엠앤비,20231025,38000.0,34200,0,,"[한국인터넷백서 2022]는 인터넷 기술 및 서비스, 생활, 인프라 등 3개 부문을 축으로, 해당 부문의 현황과 이슈, 향후 전망 등을 민간과 공공의 해당 분야 전문가 의견으로 집필하였다. 여기에 디지털 기술 발전에 따른 사회적 관심 사항의 변화를 알아보기 위해 2022년 인터넷 주요 통계를 키워드로 정리하였으며, 대한민국 디지털 전략을 통해 알아보는 다섯 가지 디지털 이슈를 주제로 특집을 구성하였다. [한국인터넷백서 2022]가 인터넷을 기반으로 하는 기술과 산업, 정책 등 디지털 트렌드와 관련된 분야의 전망을 조망하면서, 우리 기업과 국가의 디지털 경쟁력을 높이는 데 귀중한 자료로 활용되기를 희망한다.",S000210714433
나에게 맞는 IT 직업 찾기,나정호,나앤북,20231010,15000.0,13500,0,,"전산 전공자이든 비전공자이든 IT에서 새로운 기회를 찾는 분들을 위한 책입니다. 전문 서적을 비롯해 IT 교양서가 많지만, 주로 이슈가 되는 전문용어와 기술 위주의 단편적인 설명이 대부분입니다. 그러한 지식도 IT를 이해하는 데 일부 도움이 되겠지만, IT에서 새로운 기회를 찾고자 하는 취업 준비생, 또 현장에서 IT 담당자와 협업을 해야 하는 현업 담당자, IT를 알고자 하는 일반인들에게는 여전히 IT는 어렵습니다. 이 책은 단편적인 부분이 아닌 전체적인 관점에서 IT의 기본지식과 생생한 현장의 경험을 쉬운 용어와 그림으로 설명합니다.",S000210614519
진짜 챗GPT 활용법,김준성 외,위키북스,20231018,20000.0,18000,0,,"ChatGPT의 기본 사용법부터 블로그, 영상 제작, 업무에서의 활용법은 물론, Advanced Data Analysis를 활용한 주식 데이터, 부동산 데이터 분석까지 생성형 AI를 다양하게 활용하는 '진짜 활용법'을 담았습니다. 일상에서도 업무에서도 ChatGPT 그리고 다양한 AI 도구로 똑똑하게 일해보세요.",S000209663807
진짜 하루만에 끝내는 AI 활용,김연지,티더블유아이지,20230926,23800.0,21420,0,,"세탁기, 자동차, 컴퓨터와 같은 기계가 발전할 때마다 사람들은 환호합니다. 그러나 AI의 발전은 두려운 눈으로 바라봅니다. AI 때문에 직업을 잃게 되는 건 아닐까? AI가 인간을 지배하면 어떡하지? 이런 막연한 생각으로 AI가 우리에게 가져다줄 새로운 기회들을 놓치고 있습니다. AI는 글쓰기부터 그림 그리기, 코딩, 음악 작곡까지 다양한 분야에서 활용 가능합니다. 특히 업무에 활용하면 생산성을 극대화할 수 있죠. 그러나 AI 활용법을 배우려고 해도 쉽지가 않습니다. 어디서부터 어떻게 시작해야 할지 막막하고, 힘들게 배워도 실제로 활용하는 데 어려움이 따릅니다. 그래서 기초부터 응용까지 초보자의 눈높이에 맞춘 책, 『진짜 하루만에 끝내는 AI 활용』을 준비했습니다. 이 책을 읽은 독자들이 스스로 더 많은 AI 활용법을 찾아내고, 그 속에서 새로운 기회를 발견할 수 있길 바랍니다.",S000209151809
자동화 마케팅 무작정 따라하기,신태순 외,길벗,20230920,22000.0,19800,0,,V 양질의 콘텐츠로 365일 24시간 수익 창출! 고객이 원하는 콘텐츠를 만들고 자동화 툴을 연계하여 불필요한 광고비는 줄이고 인건비를 아낀다. V 구글 SEO로 광고 없이 상위 노출! 워드프레스와 플러그인 세팅을 통해 고객이 스스로 찾아오는 홈페이지를 구축한다. V 마케팅 전문가의 생생한 경험담과 시행착오 스토리! 저자들의 솔직한 경험담을 통해 자동화 설계 중 마주할 수 있는 어려움을 대하는 태도를 배운다.,S000209030741
